source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
washingtonblade.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility
washingtonmonthly.com,usa,left-center,high,mostly free,magazine,medium traffic,high credibility
wola.org,usa,left-center,high,mostly free,organization/foundation,minimal traffic,high credibility
washingtonpost.com,usa,left-center,mixed,mostly free,newspaper,high traffic,high credibility
apr.org,usa,left-center,high,mostly free,radio station,minimal traffic,high credibility
nbcboston.com,usa,left-center,high,mostly free,tv station,medium traffic,high credibility
westhawaiitoday.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility
whdh.com,usa,left-center,high,mostly free,tv station,medium traffic,high credibility
whitehouse.gov,usa,left-center,mixed,mostly free,website,high traffic,high credibility
wikileaks.org,iceland,left-center,mixed,mostly free,website,medium traffic,medium credibility
wired.com,usa,left-center,high,mostly free,website,high traffic,high credibility
wishtv.com,usa,left-center,high,mostly free,tv station,medium traffic,high credibility
wjab.org,usa,left-center,high,mostly free,radio station,minimal traffic,high credibility
wlrh.org,usa,left-center,high,mostly free,radio station,minimal traffic,high credibility
wnyc.org,usa,left-center,high,mostly free,radio station,medium traffic,high credibility
wilsoncenter.org,usa,left-center,high,mostly free,organization/foundation,medium traffic,high credibility
broadenimpact.com,usa,left-center,high,mostly free,organization/foundation,minimal traffic,high credibility
worldcrunch.com,france,left-center,high,mostly free,website,minimal traffic,high credibility
weforum.org,switzerland,left-center,high,mostly free,organization/foundation,high traffic,high credibility
worldpress.org,usa,left-center,mixed,mostly free,website,minimal traffic,medium credibility
wri.org,usa,left-center,high,mostly free,organization/foundation,medium traffic,high credibility
6abc.com,usa,left-center,high,mostly free,tv station,high traffic,high credibility
nbcwashington.com,usa,left center,high,mostly free,tv station,medium traffic,high credibility
wsvn.com,usa,left-center,high,mostly free,tv station,medium traffic,high credibility
nbcmiami.com,usa,left-center,high,mostly free,tv station,high traffic,high credibility
wvasfm.org,usa,left-center,high,mostly free,radio station,minimal traffic,high credibility
yahoo.com,usa,left-center,high,mostly free,website,high traffic,high credibility
yale.edu,usa,left-center,high,mostly free,organization/foundation,high traffic,high credibility
ynetnews.com,israel,left-center,high,moderate freedom,website,medium traffic,high credibility
ydr.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility
yorkdispatch.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility
yr.media,usa,left-center,high,mostly free,organization/foundation,minimal traffic,high credibility
7news.com.au,australia,right-center,mixed,mostly free,tv station,high traffic,medium credibility
9news.com.au,australia,right-center,high,mostly free,tv station,high traffic,high credibility
19fortyfive.com,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
abc.es,spain,right-center,high,mostly free,newspaper,high traffic,high credibility
theadvocates.org,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
ahram.org.eg,egypt,right-center,mixed,total oppression,newspaper,medium traffic,medium credibility
airdrieecho.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
al.com,usa,right-center,high,mostly free,newspaper,high traffic,high credibility
altoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,high credibility
shelbycountyreporter.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
abqjournal.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
aleteia.org,france,right-center,mixed,mostly free,website,high traffic,medium credibility
alexcityoutlook.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
echopress.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
americanactionforum.org,usa,right-center,mixed,mostly free,organization/foundation,minimal traffic,high credibility
americanaffairsjournal.org,usa,right-center,high,mostly free,journal,medium traffic,high credibility
acsh.org,usa,right-center,high,mostly free,organization/foundation,medium traffic,high credibility
americanfirearms.org,usa,right-center,high,mostly free,website,medium traffic,high credibility
aier.org,usa,right-center,mixed,mostly free,organization/foundation,medium traffic,medium credibility
americanmilitarynews.com,usa,right-center,mixed,mostly free,newspaper,medium traffic,high credibility
americasquarterly.org,usa,right-center,high,mostly free,magazine,medium traffic,high credibility
americustimesrecorder.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
anchoragepress.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
andalusiastarnews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
angusreid.org,canada,right-center,high,mostly free,organization/foundation,medium traffic,high credibility
saltwire.com,canada,right-center,high,mostly free,newspaper,medium traffic,high credibility
antiwar.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
appledaily.com,hong kong,right-center,mixed,limited freedom,newspaper,high traffic (when online),high credibility
arcamax.com,usa,right-center,mixed,mostly free,website,high traffic,high credibility
argusleader.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
arkansasonline.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
israelnationalnews.com,israel,right-center,mixed,moderate freedom,tv station,medium traffic,medium credibility
aawsat.com,united kingdom,right-center,mixed,mostly free,newspaper,medium traffic,medium credibility
aninews.in,india,right-center,mixed,limited freedom,news agency,medium traffic,medium credibility
atchisonglobenow.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
atlanticcouncil.org,usa,right-center,high,mostly free,organization/foundation,medium traffic,high credibility
atmoreadvance.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
aynrand.org,usa,right-center,mixed,mostly free,organization/foundation,medium traffic,medium credibility
thepostsearchlight.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
bangkokpost.com,thailand,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
barrons.com,usa,right-center,high,mostly free,magazine,high traffic,high credibility
guardonline.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
beavercreeknewscurrent.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
beinglibertarian.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
bemidjipioneer.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
berlingske.dk,denmark,right-center,mixed,excellent,newspaper,high traffic,high credibility
bild.de,germany,right-center,mixed,mostly free,newspaper,high traffic,medium credibility
billingsgazette.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
bipartisanpolicy.org,usa,right-center,mixed,mostly free,organization/foundation,minimal traffic,high credibility
bnr.nl,netherlands,right-center,mixed,mostly free,radio station,medium traffic,high credibility
boomlive.in,india,right-center,high,limited freedom,website,medium traffic,high credibility
bostonherald.com,usa,right-center,high,mostly free,newspaper,high traffic,high credibility
bgdailynews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thecragandcanyon.ca,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
brainerddispatch.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
breakingdefense.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
thebreakthrough.org,usa,right-center,high,mostly free,organization/foundation,minimal traffic,high credibility
brewtonstandard.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
bryantimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
bt.dk,denmark,right-center,mixed,excellent,newspaper,high traffic,high credibility
batimes.com.ar,argentina,right-center,high,mostly free,newspaper,medium traffic,high credibility
businesslive.co.za,south africa,right-center,mixed,mostly free,website,medium traffic,medium credibility
business-standard.com,india,right-center,mixed,limited freedom,newspaper,high traffic,high credibility
californiaglobe.com,usa,right-center,mixed,mostly free,website,medium traffic,medium credibility
capoliticalreview.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
campaignforliberty.org,usa,right-center,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
capitalismmagazine.com,usa,right-center,mixed,mostly free,website,minimal traffic,high credibility
cato.org,usa,right-center,high,mostly free,organization/foundation,medium traffic,high credibility
ccn.com,norway,right-center,high,excellent,website,medium traffic,high credibility
cftni.org,united states,right-center,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
checkyourfact.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
chicagotribune.com,usa,right-center,high,mostly free,newspaper,high traffic,high credibility
chinadigitaltimes.net,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
christianitytoday.com,usa,right-center,high,mostly free,magazine,medium traffic,high credibility
clantonadvertiser.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
clarin.com,argentina,right-center,high,mostly free,newspaper,high traffic,high credibility
cochranetimes.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
saltwire.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
coldlakesun.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
gazette.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
columbiadailyherald.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility
crfb.org,usa,right-center,high,mostly free,organization/foundation,minimal traffic,high credibility
newsexaminer.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
cordeledispatch.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
dn.se,sweden,right-center,high,excellent,newspaper,high traffic,high credibility
dailyherald.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
mininggazette.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
dailypress.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
dailyo.in,india,right-center,mixed,limited freedom,website,medium traffic,medium credibility
dallasnews.com,usa,right-center,high,mostly free,newspaper,high traffic,high credibility
amnews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
volkskrant.nl,netherlands,right-center,high,mostly free,newspaper,high traffic,high credibility
deccanchronicle.com,india,right-center,mixed,limited freedom,newspaper,medium traffic,high credibility
delgazette.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
demopolistimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
denvergazette.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
desertsun.com,usa,right-center,high,mostly free,newspaper,mediumtraffic,high credibility
dl-online.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
deutschland.de,germany,right-center,mixed,mostly free,website,medium traffic,high credibility
devondispatch.ca,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
diepresse.com,austria,right-center,high,mostly free,newspaper,high traffic,high credibility
welt.de,germany,right-center,high,mostly free,newspaper,high traffic,high credibility
douglascountysentinel.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
downsizinggovernment.org,usa,right-center,high,mostly free,organization/foundation,minimal traffic,high credibility
draytonvalleywesternreview.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
drudgereport.com,usa,right-center,mixed,mostly free,website,high traffic,medium credibility
registerherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thewetumpkaherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
ecuavisa.com,ecuador,right-center,mixed,moderate freedom,tv station,medium traffic,medium credibility
edmontonexaminer.com,canada,right-center,mixed,mostly free,newspaper,minimal traffic,high credibility
edmontonjournal.com,canada,right-center,high,mostly free,newspaper,medium traffic,high credibility
edmontonsun.com,canada,right-center,high,mostly free,newspaper,medium traffic,high credibility
thenewsenterprise.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
elmundo.es,spain,right-center,mixed,mostly free,newspaper,high traffic,high credibility
eluniverso.com,ecuador,right-center,high,moderate freedom,newspaper,high traffic,high credibility
endtimeheadlines.org,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
entrepreneur.com,usa,right-center,high,mostly free,magazine,high traffic,high credibility
ekirikas.com,usa,right-center,mixed,mostly free,newspaper,minimal traffic,medium credibility
expressen.se,sweden,right-center,mixed,excellent,newspaper,high traffic,high credibility
fairborndailyherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
fairviewpost.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
faithfamilyamerica.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
longwarjournal.org,usa,right-center,high,mostly free,website,minimal traffic,high credibility
financialexpress.com,india,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
financialpost.com,canada,right-center,mixed,mostly free,newspaper,medium traffic,high credibility
firearmsnews.com,usa,right-center,mixed,mostly free,magazine,medium traffic,high credibility
firstpost.com,india,right-center,mixed,limited freedom,website,high traffic,high credibility
fitchratings.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
fitsnews.com,usa,right,mixed,mostly free,website,medium traffic,medium credibility
forbes.com,usa,right-center,mixed,mostly free,magazine,high traffic,high credibility
fpri.org,usa,right-center,high,mostly free,organization/foundation,medium traffic,high credibility
fbherald.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
fortmcmurraytoday.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
fortnightlyreview.co.uk,united kingdom,right-center,high,mostly free,website,minimal traffic,high credibility
fortune.com,usa,right-center,high,mostly free,magazine,high traffic,high credibility
fee.org,usa,right-center,mixed,mostly free,organization/foundation,medium traffic,high credibility
foxbusiness.com,usa,right-center,mixed,mostly free,tv station,high traffic,high credibility
foxillinois.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
ftimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
faz.net,germany,right-center,high,mostly free,newspaper,high traffic,high credibility
dailyjournal.net,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
franklinnews.org,usa,right-center,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
fraserinstitute.org,canada,right-center,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
freedomhouse.org,usa,right-center,high,mostly free,organization/foundation,medium traffic,high credibility
fcnews.org,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
mydailytribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
galvnews.com,usa,right-center,high,mostly free,newspaper,mediumtraffic,high credibility
geo.tv,pakistan,right-center,mixed,limited freedom,tv station,high traffic,medium credibility
godupdates.com,usa,right-center,mixed,mostly free,website,medium traffic,medium credibility
gp.se,sweden,right-center,mixed,excellent,website,high traffic,high credibility
grandforksherald.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
mlive.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
greeleytribune.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
greenfieldreporter.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
greenvilleadvocate.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
dailyadvocate.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
griffindailynews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
guns.com,usa,right-center,high,mostly free,website,high traffic,high credibility
hammondstar.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
hannaherald.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
myheraldreview.com,usa,right-center,high,mostly free,website,minimal traffic,high credibility
heraldsun.com.au,australia,right-center,mixed,mostly free,newspaper,high traffic,high credibility
hln.be,belgium,right-center,mixed,mostly free,newspaper,high traffic,high credibility
hidesertstar.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
hpenews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
highrivertimes.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
timesgazette.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thehindubusinessline.com,india,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
honestreporting.com,usa,right-center,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
hoover.org,usa,right-center,high,mostly free,organization/foundation,mediumtraffic,high credibility
humanprogress.org,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
h-ponline.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
al.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
icitizen.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
idahostatejournal.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
iefimerida.gr,greece,right-center,mixed,limited freedom,website,high traffic,medium credibility
ilgiornale.it,italy,right-center,mixed,moderate freedom,newspaper,high traffic,medium credibility
amuedge.com,usa,right-center,high,mostly free,website,minimal traffic,high credibility
india.com,india,right-center,mixed,limited freedom,website,high traffic,high credibility
indiatimes.com,india,right-center,mixed,limited freedom,website,high traffic,medium credibility
indiatoday.in,india,right-center,mixed,limited freedom,magazine,high traffic,medium credibility
indiatvnews.com,india,right-center,mixed,limited freedom,tv station,high traffic,high credibility
inforum.com,usa,right-center,high,mostly free,website/newspaper,medium traffic,high credibility
interfax.ru,russia,right-center,mixed,limited freedom,news agency,high traffic,medium credibility
investortimes.com,andorra,right-center,mixed,mostly free,website,minimal traffic,medium credibility
itv.com,united kingdom,right-center,high,mostly free,tv station,high traffic,high credibility
jamestownsun.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
jpost.com,israel,right-center,mixed,moderate freedom,newspaper,high traffic,high credibility
jessaminejournal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
jonesborosun.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
justfacts.com,usa,right-center,mixed,mostly free,website,minimal traffic,high credibility
foxkansas.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
foxsanantonio.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wwmt.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
khaleejtimes.com,united arab emirates,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
katu.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
katv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
bakersfieldnow.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kbsi23.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
fox4beaumont.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
siouxlandnews.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
kcby.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
abcstlouis.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kdsm17.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
nbcmontana.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kentuckynewera.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
keprtv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kfdm.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kfoxtv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
cbs2iowa.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
foxnebraska.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
khqa.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kimatv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
klewtv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kmph.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
nbc16.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
knewz.com,usa,right-center,mixed,mostly free,website,medium traffic,medium credibility
okcfox.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
komonews.com,usa,right-center,high,mostly free,tv station,high traffic,high credibility
fox42kptm.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
krcgtv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
mynews4.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
foxreno.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
fox38corpuschristi.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
news3lv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
ktul.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
ktvl.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
abc7amarillo.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
nebraska.tv,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
lagrangenews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
nacion.com,costa rica,right-center,mixed,excellent,newspaper,high traffic,high credibility
lanacion.com.ar,argentina,right-center,high,mostly free,newspaper,high traffic,high credibility
valleytimes-news.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
lpheralddispatch.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
leducrep.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
lefigaro.fr,france,right-center,high,mostly free,newspaper,high traffic,high credibility
leicestermercury.co.uk,united kingdom,right-center,high,mostly free,newspaper,high traffic,high credibility
mycouriertribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
lbc.co.uk,united kingdom,right-center,mixed,mostly free,radio station,medium traffic,medium credibility
standard.co.uk,united kingdom,right-center,mixed,mostly free,newspaper,high traffic,high credibility
lowndessignal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
luvernejournal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
the-messenger.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
malaymail.com,malaysia,right-center,mixed,limited freedom,website,high traffic,high credibility
marginalrevolution.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
chronicle-tribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
marketwatch.com,usa,right-center,high,mostly free,website,high traffic,high credibility
frontiersman.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
mayfield-messenger.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
meaww.com,india,right-center,mixed,limited freedom,website,high traffic,medium credibility
miamivalleytoday.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
mitchellrepublic.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
montrealgazette.com,canada,right-center,high,mostly free,newspaper,high traffic,high credibility
moroccoworldnews.com,usa,right-center,mixed,mostly free,website,medium traffic,medium credibility
m24.ru,russia,right-center,mixed,limited freedom,tv station,high traffic,medium credibility
mynorthwest.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
nationalinterest.org,usa,right-center,high,mostly free,magazine,medium traffic,high credibility
nationalpost.com,canada,right-center,high,mostly free,newspaper,high traffic,high credibility
thecouriertimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
observer.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
nypost.com,usa,right-center,mixed,mostly free,newspaper,high traffic,medium credibility
news.com.au,australia,right-center,mixed,mostly free,website,high traffic,high credibility
newsweek.com,usa,right-center,mixed,mostly free,magazine,high traffic,high credibility
nhk.or.jp,japan,right-center,high,moderate freedom,tv station,high traffic,high credibility
nine.com.au,australia,right-center,high,mostly free,website,high traffic,high credibility
nwaonline.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
northwestsignal.net,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
nowentertainment.net,usa,right-center,high,mostly free,website,minimal traffic,high credibility
oaoa.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
oilprice.com,united kingdom,right-center,mixed,mostly free,website,high traffic,high credibility
opposingviews.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
messenger-inquirer.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
paducahsun.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
paragoulddailypress.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
newsandsentinel.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
parkrapidsenterprise.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
prrecordgazette.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
perutribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
pinchercreekecho.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
mydailyregister.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
mydailysentinel.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
portsmouth-dailytimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
prime9ja.com.ng,nigeria,least biased,mixed,limited freedom,website,minimal traffic,medium credibility
pdclarion.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
rasmussenreports.com,usa,right-center,high,mostly free,organization/foundation,medium traffic,high credibility
realclearmarkets.com,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
realclearpolitics.com,usa,right-center,mixed,mostly free,website,high traffic,high credibility
reason.com,usa,right-center,high,mostly free,magazine,medium traffic,high credibility
rochsent.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
couriernews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
scoperatings.com,germany,right-center,mixed,mostly free,organization/foundation,minimal traffic,high credibility
thedailycitizen.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
selmatimesjournal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
shelbynews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
sprucegroveexaminer.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
tabletmag.com,usa,right-center,mixed,mostly free,magazine,medium traffic,high credibility
tallasseetribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
taxfoundation.org,usa,right-center,high,mostly free,organization/foundation,medium traffic,high credibility
theamericanconservative.com,usa,right-center,mixed,mostly free,magazine,medium traffic,high credibility
theaustralian.com.au,australia,right-center,mixed,mostly free,newspaper,high traffic,medium credibility
thebulwark.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
chosun.com,south korea,right-center,mixed,mostly free,newspaper,high traffic,medium credibility
thedickinsonpress.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thedispatch.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
elkharttruth.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
theglobeandmail.com,canada,right-center,high,mostly free,newspaper,high traffic,high credibility
thenews.com.pk,pakistan,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
theobjectivestandard.com,usa,right-center,high,mostly free,website,minimal traffic,high credibility
oklahoman.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
pantagraph.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
post-journal.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
pe.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
tribtown.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
spectator.co.uk,united kingdom,right-center,mixed,mostly free,magazine,medium traffic,high credibility
spectator.us,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
spectatorworld.com,united kingdom,right-center,mixed,mostly free,magazine,minimal traffic,high credibility
standardmedia.co.ke,kenya,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
straitstimes.com,singapore,right-center,mixed,limited freedom,newspaper,high traffic,high credibility
thestreet.com,usa,right-center,high,mostly free,website,high traffic,high credibility
theitem.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thetimesherald.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
indiatimes.com,india,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
thetimes.co.uk,united kingdom,right-center,high,mostly free,newspaper,high traffic,high credibility
washingtoninstitute.org,usa,right-center,mixed,mostly free,organization/foundation,medium traffic,medium credibility
thewest.com.au,australia,right-center,high,mostly free,newspaper,medium traffic,high credibility
winchesterstar.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
